steps,res,frames,Wh,Input type,architecture,params,fps,duration,run_time
164.0,921600.0,50.0,130.0,text,dit,1.3,15,3.3333333333333335,588.7202804088593
82.0,921600.0,50.0,65.0,text,dit,1.3,15,3.3333333333333335,296.900043408076
40.0,921600.0,50.0,32.0,text,dit,1.3,15,3.3333333333333335,147.6850390434265
64.0,921600.0,50.0,51.0,text,dit,1.3,15,3.3333333333333335,233.54199616114292
79.0,921600.0,50.0,63.0,text,dit,1.3,15,3.3333333333333335,286.6522352695465
4.0,921600.0,50.0,4.0,text,dit,1.3,15,3.3333333333333335,19.0118674437205
118.0,921600.0,50.0,94.0,text,dit,1.3,15,3.3333333333333335,426.6690895557404
127.0,921600.0,50.0,101.0,text,dit,1.3,15,3.3333333333333335,458.446489016215
184.0,921600.0,50.0,147.0,text,dit,1.3,15,3.3333333333333335,659.9730309645335
149.0,921600.0,50.0,118.0,text,dit,1.3,15,3.3333333333333335,535.4537465572357
89.0,921600.0,50.0,71.0,text,dit,1.3,15,3.3333333333333335,322.1096883614858
99.0,921600.0,50.0,78.0,text,dit,1.3,15,3.3333333333333335,357.0754967530568
94.0,921600.0,50.0,75.0,text,dit,1.3,15,3.3333333333333335,339.68065388997394
147.0,921600.0,50.0,117.0,text,dit,1.3,15,3.3333333333333335,528.5071589152018
112.0,921600.0,50.0,89.0,text,dit,1.3,15,3.3333333333333335,403.5731239318848
98.0,921600.0,50.0,78.0,text,dit,1.3,15,3.3333333333333335,353.6080485979716
182.0,921600.0,50.0,141.0,text,dit,1.3,15,3.3333333333333335,653.6952640215555
185.0,921600.0,50.0,150.0,text,dit,1.3,15,3.3333333333333335,664.2726148764292
88.0,921600.0,50.0,70.0,text,dit,1.3,15,3.3333333333333335,318.807105700175
5.0,921600.0,50.0,5.0,text,dit,1.3,15,3.3333333333333335,22.56589158376058
31.0,921600.0,50.0,25.0,text,dit,1.3,15,3.3333333333333335,115.45020524660748
67.0,921600.0,50.0,54.0,text,dit,1.3,15,3.3333333333333335,244.07078989346823
35.0,921600.0,50.0,28.0,text,dit,1.3,15,3.3333333333333335,129.7043584982554
146.0,921600.0,50.0,116.0,text,dit,1.3,15,3.3333333333333335,524.86976146698
81.0,921600.0,50.0,64.0,text,dit,1.3,15,3.3333333333333335,293.4012967745463
33.0,921600.0,50.0,27.0,text,dit,1.3,15,3.3333333333333335,122.54389397303264
181.0,921600.0,50.0,140.0,text,dit,1.3,15,3.3333333333333335,648.0347402890524
62.0,921600.0,50.0,50.0,text,dit,1.3,15,3.3333333333333335,226.5369437535604
162.0,921600.0,50.0,127.0,text,dit,1.3,15,3.3333333333333335,582.3072400093079
34.0,921600.0,50.0,28.0,text,dit,1.3,15,3.3333333333333335,126.15616297721864
73.0,921600.0,50.0,58.0,text,dit,1.3,15,3.3333333333333335,265.21322353680927
23.0,921600.0,50.0,19.0,text,dit,1.3,15,3.3333333333333335,86.81034715970357
124.0,921600.0,50.0,98.0,text,dit,1.3,15,3.3333333333333335,448.0918924013774
20.0,921600.0,50.0,17.0,text,dit,1.3,15,3.3333333333333335,76.07626620928447
30.0,921600.0,50.0,25.0,text,dit,1.3,15,3.3333333333333335,111.86226153373718
153.0,921600.0,50.0,121.0,text,dit,1.3,15,3.3333333333333335,548.9782102902731
96.0,921600.0,50.0,76.0,text,dit,1.3,15,3.3333333333333335,346.4436622460683
109.0,921600.0,50.0,86.0,text,dit,1.3,15,3.3333333333333335,392.3612826665242
63.0,921600.0,50.0,50.0,text,dit,1.3,15,3.3333333333333335,229.99394210179648
86.0,921600.0,50.0,68.0,text,dit,1.3,15,3.3333333333333335,311.48623243967694
13.0,921600.0,50.0,11.0,text,dit,1.3,15,3.3333333333333335,51.08462937672933
51.0,921600.0,50.0,41.0,text,dit,1.3,15,3.3333333333333335,187.1294067700704
198.0,921600.0,50.0,157.7,text,dit,1.3,15,3.3333333333333335,710.8176028728485
114.0,921600.0,50.0,90.0,text,dit,1.3,15,3.3333333333333335,411.260049422582
8.0,921600.0,50.0,7.0,text,dit,1.3,15,3.3333333333333335,33.2788782119751
78.0,921600.0,50.0,62.0,text,dit,1.3,15,3.3333333333333335,283.23938218752545
172.0,921600.0,50.0,136.0,text,dit,1.3,15,3.3333333333333335,614.9890781243643
104.0,921600.0,50.0,82.0,text,dit,1.3,15,3.3333333333333335,374.584925254186
92.0,921600.0,50.0,73.0,text,dit,1.3,15,3.3333333333333335,332.3386269410451
173.0,921600.0,50.0,139.0,text,dit,1.3,15,3.3333333333333335,620.0988980929056
76.0,921600.0,50.0,61.0,text,dit,1.3,15,3.3333333333333335,276.3718620936076
19.0,921600.0,50.0,16.0,text,dit,1.3,15,3.3333333333333335,72.51083461443584
10.0,921600.0,50.0,9.0,text,dit,1.3,15,3.3333333333333335,40.4174591700236
87.0,921600.0,50.0,69.0,text,dit,1.3,15,3.3333333333333335,315.0805226961772
60.0,921600.0,50.0,48.0,text,dit,1.3,15,3.3333333333333335,219.3675577640533
36.0,921600.0,50.0,29.0,text,dit,1.3,15,3.3333333333333335,133.38807519276938
126.0,921600.0,50.0,100.0,text,dit,1.3,15,3.3333333333333335,455.10740900039673
90.0,921600.0,50.0,71.0,text,dit,1.3,15,3.3333333333333335,325.5003574689229
180.0,921600.0,50.0,140.0,text,dit,1.3,15,3.3333333333333335,643.7538721561432
97.0,921600.0,50.0,77.0,text,dit,1.3,15,3.3333333333333335,350.22828157742816
74.0,921600.0,50.0,59.0,text,dit,1.3,15,3.3333333333333335,269.4113295873006
47.0,921600.0,50.0,38.0,text,dit,1.3,15,3.3333333333333335,172.77776845296225
135.0,921600.0,50.0,108.0,text,dit,1.3,15,3.3333333333333335,485.6165085633596
85.0,921600.0,50.0,68.0,text,dit,1.3,15,3.3333333333333335,307.6828042666117
49.0,921600.0,50.0,39.0,text,dit,1.3,15,3.3333333333333335,179.89315915107727
6.0,921600.0,50.0,6.0,text,dit,1.3,15,3.3333333333333335,26.13656981786092
77.0,921600.0,50.0,61.0,text,dit,1.3,15,3.3333333333333335,279.6904539267222
57.0,921600.0,50.0,46.0,text,dit,1.3,15,3.3333333333333335,208.5157438913981
28.0,921600.0,50.0,23.0,text,dit,1.3,15,3.3333333333333335,104.69960681597392
140.0,921600.0,50.0,111.0,text,dit,1.3,15,3.3333333333333335,503.48376297950745
22.0,921600.0,50.0,18.0,text,dit,1.3,15,3.3333333333333335,83.25323788324992
151.0,921600.0,50.0,120.0,text,dit,1.3,15,3.3333333333333335,542.0663627783457
125.0,921600.0,50.0,99.0,text,dit,1.3,15,3.3333333333333335,450.82958738009137
69.0,921600.0,50.0,55.0,text,dit,1.3,15,3.3333333333333335,251.2149693965912
7.0,921600.0,50.0,6.0,text,dit,1.3,15,3.3333333333333335,29.691800038019817
178.0,921600.0,50.0,140.0,text,dit,1.3,15,3.3333333333333335,635.8928860028585
132.0,921600.0,50.0,106.0,text,dit,1.3,15,3.3333333333333335,475.79337135950726
174.0,921600.0,50.0,139.0,text,dit,1.3,15,3.3333333333333335,621.3986146450043
193.0,921600.0,50.0,153.0,text,dit,1.3,15,3.3333333333333335,693.1164204279581
15.0,921600.0,50.0,13.0,text,dit,1.3,15,3.3333333333333335,58.25628193219503
177.0,921600.0,50.0,140.0,text,dit,1.3,15,3.3333333333333335,632.6087299187978
176.0,921600.0,50.0,142.0,text,dit,1.3,15,3.3333333333333335,631.0676845709482
186.0,921600.0,50.0,149.0,text,dit,1.3,15,3.3333333333333335,668.2717394034067
115.0,921600.0,50.0,91.0,text,dit,1.3,15,3.3333333333333335,415.108807404836
139.0,921600.0,50.0,111.0,text,dit,1.3,15,3.3333333333333335,499.6033291021983
65.0,921600.0,50.0,52.0,text,dit,1.3,15,3.3333333333333335,237.07285157839456
46.0,921600.0,50.0,37.0,text,dit,1.3,15,3.3333333333333335,169.10743109385172
102.0,921600.0,50.0,81.0,text,dit,1.3,15,3.3333333333333335,367.2132449944814
143.0,921600.0,50.0,114.0,text,dit,1.3,15,3.3333333333333335,513.9169347286224
136.0,921600.0,50.0,109.0,text,dit,1.3,15,3.3333333333333335,489.0690600077312
52.0,921600.0,50.0,42.0,text,dit,1.3,15,3.3333333333333335,190.6428043047587
187.0,921600.0,50.0,151.0,text,dit,1.3,15,3.3333333333333335,671.9873565038046
179.0,921600.0,50.0,139.0,text,dit,1.3,15,3.3333333333333335,641.8702744642893
111.0,921600.0,50.0,88.0,text,dit,1.3,15,3.3333333333333335,399.88246329625446
107.0,921600.0,50.0,85.0,text,dit,1.3,15,3.3333333333333335,385.43336550394696
161.0,921600.0,50.0,126.0,text,dit,1.3,15,3.3333333333333335,578.3367494742075
169.0,921600.0,50.0,134.0,text,dit,1.3,15,3.3333333333333335,605.4742202758789
91.0,921600.0,50.0,72.0,text,dit,1.3,15,3.3333333333333335,329.25767199198407
110.0,921600.0,50.0,87.0,text,dit,1.3,15,3.3333333333333335,396.0121046702067
11.0,921600.0,50.0,10.0,text,dit,1.3,15,3.3333333333333335,43.976036071777344
100.0,921600.0,50.0,79.0,text,dit,1.3,15,3.3333333333333335,360.5433068275452
44.0,921600.0,50.0,36.0,text,dit,1.3,15,3.3333333333333335,161.8123811086019
141.0,921600.0,50.0,112.0,text,dit,1.3,15,3.3333333333333335,507.1697840690613
129.0,921600.0,50.0,104.0,text,dit,1.3,15,3.3333333333333335,465.6753062407176
195.0,921600.0,50.0,155.0,text,dit,1.3,15,3.3333333333333335,699.8023124535879
119.0,921600.0,50.0,94.0,text,dit,1.3,15,3.3333333333333335,430.0063713391622
156.0,921600.0,50.0,124.0,text,dit,1.3,15,3.3333333333333335,561.3812317053477
37.0,921600.0,50.0,30.0,text,dit,1.3,15,3.3333333333333335,136.86731139818826
29.0,921600.0,50.0,24.0,text,dit,1.3,15,3.3333333333333335,108.24328851699828
145.0,921600.0,50.0,115.0,text,dit,1.3,15,3.3333333333333335,521.2679949601492
150.0,921600.0,50.0,119.0,text,dit,1.3,15,3.3333333333333335,538.93306295077
158.0,921600.0,50.0,124.0,text,dit,1.3,15,3.3333333333333335,567.8598996003469
138.0,921600.0,50.0,110.0,text,dit,1.3,15,3.3333333333333335,496.35882091522217
113.0,921600.0,50.0,90.0,text,dit,1.3,15,3.3333333333333335,407.60093998909
14.0,921600.0,50.0,12.0,text,dit,1.3,15,3.3333333333333335,54.67003067334493
20.0,36864.0,16.0,4.0,text,dit,1.0,8,2.0,
20.0,102240.0,16.0,10.0,text,dit,1.0,8,2.0,
20.0,230400.0,16.0,28.0,text,dit,1.0,8,2.0,
20.0,409920.0,16.0,40.0,text,dit,1.0,8,2.0,
20.0,921600.0,16.0,101.0,text,dit,1.0,8,2.0,
20.0,102240.0,16.0,10.0,text,dit,1.0,8,2.0,
40.0,102240.0,16.0,20.0,text,dit,1.0,8,2.0,
60.0,102240.0,16.0,30.0,text,dit,1.0,8,2.0,
80.0,102240.0,16.0,40.0,text,dit,1.0,8,2.0,
100.0,102240.0,16.0,50.0,text,dit,1.0,8,2.0,
120.0,102240.0,16.0,60.0,text,dit,1.0,8,2.0,
140.0,102240.0,16.0,70.0,text,dit,1.0,8,2.0,
20.0,102240.0,16.0,10.0,text,dit,1.0,8,2.0,
20.0,102240.0,24.0,15.0,text,dit,1.0,8,3.0,
20.0,102240.0,32.0,20.0,text,dit,1.0,8,4.0,
20.0,102240.0,40.0,25.0,text,dit,1.0,8,5.0,
20.0,102240.0,48.0,30.0,text,dit,1.0,8,6.0,
20.0,102240.0,56.0,35.0,text,dit,1.0,8,7.0,
20.0,102240.0,64.0,40.0,text,dit,1.0,8,8.0,
50.0,589824.0,6.0,5.0,image,unet,1.5,3,2.0,
50.0,589824.0,12.0,8.0,image,unet,1.5,6,2.0,
30.0,589824.0,12.0,5.0,image,unet,1.5,6,2.0,
4.0,262144.0,16.0,0.14,text,unet,7.0,10,2.0,
60.0,399360.0,81.0,109.47,text,dit,14.0,15,5.0,
60.0,399360.0,81.0,22.8,text,dit,1.3,15,5.0,
64.0,407040.0,84.0,56.06,text,dit,10.0,30,3.0,
30.0,360448.0,121.0,3.79,text,dit,13.0,24,5.0,
50.0,345600.0,49.0,25.93,text,hybrid,5.0,8,6.0,
50.0,589824.0,6.0,5.0,image,unet,1.5,6,1.0,
50.0,589824.0,24.0,16.0,image,unet,1.5,6,4.0,
1.0,589824.0,16.0,3.0,image,unet,1.5,8,2.0,148.0
10.0,589824.0,16.0,2.0,image,unet,1.5,8,2.0,68.0
20.0,589824.0,16.0,5.0,image,unet,1.5,8,2.0,120.0
30.0,589824.0,16.0,7.0,image,unet,1.5,8,2.0,172.0
40.0,589824.0,16.0,9.0,image,unet,1.5,8,2.0,223.0
60.0,589824.0,16.0,13.0,image,unet,1.5,8,2.0,327.0
80.0,589824.0,16.0,17.0,image,unet,1.5,8,2.0,431.0
100.0,589824.0,16.0,21.0,image,unet,1.5,8,2.0,534.0
120.0,589824.0,16.0,25.0,image,unet,1.5,8,2.0,638.0
140.0,589824.0,16.0,29.0,image,unet,1.5,8,2.0,741.0
160.0,589824.0,16.0,33.0,image,unet,1.5,8,2.0,844.0
20.0,589824.0,8.0,3.0,image,unet,1.5,8,1.0,72.0
20.0,589824.0,16.0,5.0,image,unet,1.5,8,2.0,120.0
20.0,589824.0,24.0,7.0,image,unet,1.5,8,3.0,174.0
1.0,589824.0,16.0,15.0,text,unet,1.5,8,2.0,639.0
10.0,589824.0,16.0,4.0,text,unet,1.5,8,2.0,141.0
20.0,589824.0,16.0,7.0,text,unet,1.5,8,2.0,196.0
30.0,589824.0,16.0,9.0,text,unet,1.5,8,2.0,264.0
40.0,589824.0,16.0,12.0,text,unet,1.5,8,2.0,344.0
60.0,589824.0,16.0,18.0,text,unet,1.5,8,2.0,513.0
80.0,589824.0,16.0,24.0,text,unet,1.5,8,2.0,670.0
100.0,589824.0,16.0,30.0,text,unet,1.5,8,2.0,827.0
120.0,589824.0,16.0,36.0,text,unet,1.5,8,2.0,987.0
140.0,589824.0,16.0,41.0,text,unet,1.5,8,2.0,1147.0
20.0,589824.0,8.0,9.0,text,unet,1.5,8,1.0,222.0
20.0,589824.0,16.0,14.0,text,unet,1.5,8,2.0,301.0
20.0,589824.0,24.0,15.0,text,unet,1.5,8,3.0,340.0
20.0,589824.0,32.0,19.0,text,unet,1.5,8,4.0,423.0
20.0,589824.0,40.0,23.0,text,unet,1.5,8,5.0,504.0
20.0,589824.0,48.0,25.0,text,unet,1.5,8,6.0,565.0
10.0,345600.0,16.0,9.0,image,hybrid,5.0,8,2.0,176.0
20.0,345600.0,16.0,17.0,image,hybrid,5.0,8,2.0,315.0
30.0,345600.0,16.0,24.0,image,hybrid,5.0,8,2.0,456.0
40.0,345600.0,16.0,33.0,image,hybrid,5.0,8,2.0,597.0
60.0,345600.0,16.0,50.0,image,hybrid,5.0,8,2.0,888.0
80.0,345600.0,16.0,65.0,image,hybrid,5.0,8,2.0,1169.0
100.0,345600.0,16.0,81.0,image,hybrid,5.0,8,2.0,1451.0
120.0,345600.0,16.0,97.0,image,hybrid,5.0,8,2.0,1738.0
140.0,345600.0,16.0,111.5952,image,hybrid,5.0,8,2.0,2008.0
160.0,345600.0,16.0,111.5952,image,hybrid,5.0,8,2.0,2305.0
20.0,345600.0,8.0,17.0,image,hybrid,5.0,8,1.0,318.0
20.0,345600.0,16.0,17.0,image,hybrid,5.0,8,2.0,319.0
20.0,345600.0,24.0,17.0,image,hybrid,5.0,8,3.0,319.0
20.0,345600.0,32.0,17.0,image,hybrid,5.0,8,4.0,319.0
20.0,345600.0,40.0,17.0,image,hybrid,5.0,8,5.0,319.0
20.0,345600.0,48.0,17.0,image,hybrid,5.0,8,6.0,318.0
20.0,345600.0,49.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,56.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,86.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,96.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,100.0,49.0,image,hybrid,5.0,8,6.0,957.0
20.0,345600.0,107.0,49.0,image,hybrid,5.0,8,6.0,957.0
20.0,345600.0,117.0,49.0,image,hybrid,5.0,8,6.0,957.0
1.0,345600.0,16.0,3.0,text,hybrid,2.0,8,2.0,68.0
10.0,345600.0,16.0,10.0,text,hybrid,2.0,8,2.0,208.0
20.0,345600.0,16.0,13.0,text,hybrid,2.0,8,2.0,280.0
30.0,345600.0,16.0,19.0,text,hybrid,2.0,8,2.0,413.0
40.0,345600.0,16.0,28.0,text,hybrid,2.0,8,2.0,603.0
60.0,345600.0,16.0,44.0,text,hybrid,2.0,8,2.0,950.0
80.0,345600.0,16.0,42.0,text,hybrid,2.0,8,2.0,908.0
100.0,345600.0,16.0,42.0,text,hybrid,2.0,8,2.0,932.0
120.0,345600.0,16.0,51.0,text,hybrid,2.0,8,2.0,1112.0
140.0,345600.0,16.0,59.0,text,hybrid,2.0,8,2.0,1292.0
160.0,345600.0,16.0,67.0,text,hybrid,2.0,8,2.0,1472.0
20.0,345600.0,8.0,5.0,text,hybrid,2.0,8,1.0,142.0
20.0,345600.0,16.0,9.0,text,hybrid,2.0,8,2.0,211.0
20.0,345600.0,24.0,13.0,text,hybrid,2.0,8,3.0,274.0
20.0,345600.0,32.0,18.0,text,hybrid,2.0,8,4.0,331.0
20.0,345600.0,40.0,23.0,text,hybrid,2.0,8,5.0,407.0
20.0,345600.0,48.0,29.0,text,hybrid,2.0,8,6.0,484.0
1.0,345600.0,16.0,3.0,text,hybrid,5.0,8,2.0,129.0
10.0,345600.0,16.0,5.0,text,hybrid,5.0,8,2.0,120.0
20.0,345600.0,16.0,9.0,text,hybrid,5.0,8,2.0,210.0
30.0,345600.0,16.0,13.0,text,hybrid,5.0,8,2.0,301.0
40.0,345600.0,16.0,17.0,text,hybrid,5.0,8,2.0,392.0
60.0,345600.0,16.0,26.0,text,hybrid,5.0,8,2.0,573.0
80.0,345600.0,16.0,34.0,text,hybrid,5.0,8,2.0,754.0
100.0,345600.0,16.0,42.0,text,hybrid,5.0,8,2.0,935.0
120.0,345600.0,16.0,51.0,text,hybrid,5.0,8,2.0,1115.0
140.0,345600.0,16.0,59.0,text,hybrid,5.0,8,2.0,1296.0
160.0,345600.0,16.0,67.0,text,hybrid,5.0,8,2.0,1478.0
20.0,345600.0,8.0,5.0,text,hybrid,5.0,8,1.0,142.0
20.0,345600.0,16.0,9.0,text,hybrid,5.0,8,2.0,210.0
20.0,345600.0,24.0,13.0,text,hybrid,5.0,8,3.0,272.0
20.0,345600.0,32.0,18.0,text,hybrid,5.0,8,4.0,331.0
20.0,345600.0,40.0,23.0,text,hybrid,5.0,8,5.0,405.0
20.0,345600.0,48.0,29.0,text,hybrid,5.0,8,6.0,481.0
